simulation_id,timestamp,node_id,x,y,speed,battery_level,cpu_usage,memory_usage,signal_strength,packet_loss,latency,active,faulty,fault_type
28,5,7,43.00298046,484.1801871,2.77049821,100,10.89636195,0.817356539,26.70912407,0.732908759,48.77373511,TRUE,FALSE,NORMAL
28,5,8,123.8480419,811.9302538,4.088166655,100,5.148180797,0.972235922,3.060682899,0.969393171,67.60432767,TRUE,FALSE,NORMAL
28,5,9,280.9753067,576.9269112,4.778239817,100,10.61145984,0,6.056608299,0.939433917,65.21142717,TRUE,FALSE,NORMAL
28,5,10,987.1845164,233.2378909,1.121617474,100,0,7.031361635,0,0,0,TRUE,FALSE,NORMAL
28,6,1,730.9409311,714.9981329,5.237067198,100,0,0,9.38476741,0.906152326,62.55425007,TRUE,FALSE,NORMAL
28,6,2,95.14280738,430.5585863,9.36120287,100,2.764470931,2.240688523,30.50943808,0.694905619,45.77435518,TRUE,FALSE,NORMAL
28,6,3,80.27914016,380.1893674,4.642679434,100,14.66672961,1.088847835,25.98945982,0.740105402,49.36543177,TRUE,FALSE,NORMAL
28,6,4,149.3106778,70.85087756,6.754056582,100,3.779510076,0,0,0,0,TRUE,FALSE,NORMAL
28,6,5,886.784774,859.6289411,1.323406959,100,3.400620843,0,14.7981396,0.852018604,58.23170793,TRUE,FALSE,NORMAL
28,6,6,726.9365435,437.777256,4.318949381,100,3.03626983,2.623168914,3.971395225,0.960286048,66.87679221,TRUE,FALSE,NORMAL
28,6,7,42.5237264,481.4514555,2.77049821,100,11.05753496,3.285054401,26.2049671,0.737950329,49.16878065,TRUE,FALSE,NORMAL
28,6,8,127.402592,809.9107787,4.088166655,100,1.984253537,2.466750469,4.453427056,0.955465729,66.49173074,TRUE,FALSE,NORMAL
28,6,9,277.5870281,580.296057,4.778239817,100,8.070958632,0,6.590692213,0.934093078,64.78483082,TRUE,FALSE,NORMAL
28,6,10,986.0911446,233.4880185,1.121617474,100,1.314027016,7.236231736,0,0,0,TRUE,FALSE,NORMAL
28,7,1,725.8473073,713.7808124,5.237067198,100,3.075682397,0,9.526579649,0.904734204,62.44076142,TRUE,FALSE,NORMAL
28,7,2,91.91047049,439.3440355,9.36120287,100,0,4.884391447,30.06840142,0.699315986,46.11627287,TRUE,FALSE,NORMAL
28,7,3,80.95971346,375.5968417,4.642679434,100,18.05437897,0,24.43026068,0.755697393,50.59221974,TRUE,FALSE,NORMAL
28,7,4,143.7738411,74.71878648,6.754056582,100,8.518034205,2.38767362,0,0,0,TRUE,FALSE,NORMAL
28,7,5,885.9598497,858.5940953,1.323406959,100,0.704142905,0,14.24947832,0.857505217,58.66957799,TRUE,FALSE,NORMAL
28,7,6,724.7593324,441.5072796,4.318949381,100,1.045001524,4.93373122,4.80368098,0.95196319,66.21194484,TRUE,FALSE,NORMAL
28,7,7,42.6468253,484.2192176,2.77049821,100,14.70886963,5.822976953,26.023844,0.73976156,49.31719388,TRUE,FALSE,NORMAL
28,7,8,126.932118,813.9717836,4.088166655,100,5.222012759,0.642976381,4.115627277,0.958843727,66.76157411,TRUE,FALSE,NORMAL
28,7,9,280.4366965,584.1315447,4.778239817,100,6.512000832,0,5.997080564,0.940029194,65.2589967,TRUE,FALSE,NORMAL
28,7,10,985.4636951,232.5583234,1.121617474,100,4.182382325,7.937749463,0,0,0,TRUE,FALSE,NORMAL
28,8,1,721.5352841,710.8087208,5.237067198,100,5.946391126,2.465795663,9.087739574,0.909122604,62.79109001,TRUE,FALSE,NORMAL
28,8,2,98.50217301,445.9909579,9.36120287,100,0,6.186631287,30.50072765,0.694992724,45.76613069,TRUE,FALSE,NORMAL
28,8,3,84.95577675,377.9603032,4.642679434,100,18.20041012,0,24.80296184,0.751970382,50.29061761,TRUE,FALSE,NORMAL
28,8,4,139.3208658,79.79700379,6.754056582,100,3.877218281,4.894364981,0,0,0,TRUE,FALSE,NORMAL
28,8,5,884.8591852,857.8592867,1.323406959,100,4.896255644,1.990397661,13.59825632,0.864017437,59.18933916,TRUE,FALSE,NORMAL
28,8,6,724.505492,437.1957962,4.318949381,100,0,7.914080866,4.577222823,0.954227772,66.39284087,TRUE,FALSE,NORMAL
28,8,7,41.71383657,481.6105412,2.77049821,100,10.86754428,7.750284337,26.22877468,0.737712253,49.15399719,TRUE,FALSE,NORMAL
28,8,8,130.415269,816.1120559,4.088166655,100,7.940396831,1.894691678,3.615059814,0.963849402,67.16145104,TRUE,FALSE,NORMAL
28,8,9,279.0575285,579.5566708,4.778239817,100,1.766652954,1.855181241,6.835546276,0.931644537,64.5894616,TRUE,FALSE,NORMAL
28,8,10,986.5837102,232.6182557,1.121617474,100,8.845970273,9.501079525,0,0,0,TRUE,FALSE,NORMAL
28,9,1,725.9670644,708.0183453,5.237067198,100,4.841783016,4.100164254,9.340344174,0.906596558,62.58941848,TRUE,FALSE,NORMAL
28,9,2,89.14476329,446.2574208,9.36120287,100,1.106052575,5.980095597,30.71404967,0.692859503,45.60396531,TRUE,FALSE,NORMAL
28,9,3,89.34232162,379.4810584,4.642679434,100,21.60584216,0,25.20766069,0.747923393,49.96888733,TRUE,FALSE,NORMAL
28,9,4,133.4570606,76.44542664,6.754056582,100,1.753728464,1.997318333,0,0,0,TRUE,FALSE,NORMAL
28,9,5,883.598882,858.2630712,1.323406959,100,5.488365627,4.162453733,13.93451525,0.860654847,58.92095476,TRUE,FALSE,NORMAL
28,9,6,728.4380304,435.4101686,4.318949381,100,0,7.772228527,4.746173093,0.952538269,66.2578822,TRUE,FALSE,NORMAL
28,9,7,40.28874933,483.9864172,2.77049821,100,8.25755579,6.633637958,26.44933286,0.735506671,48.98269195,TRUE,FALSE,NORMAL
28,9,8,134.4812628,815.6868482,4.088166655,100,5.437476286,0.359616376,3.367761664,0.966322383,67.35900899,TRUE,FALSE,NORMAL
28,9,9,278.8631913,574.7823846,4.778239817,100,0,3.426569239,6.967320056,0.930326799,64.48410424,TRUE,FALSE,NORMAL
28,9,10,987.6851387,232.4064041,1.121617474,100,7.054479884,6.521276321,0,0,0,TRUE,FALSE,NORMAL
28,10,1,730.8457412,709.9223898,5.237067198,100,0.086422717,2.697996701,10.01557664,0.899844234,62.05038909,TRUE,FALSE,NORMAL
28,10,2,80.22634308,449.1023989,9.36120287,100,0,8.12642706,30.79529915,0.692047008,45.54462317,TRUE,FALSE,NORMAL
28,10,3,93.74540648,378.0088777,4.642679434,100,25.53085217,0,18.91433658,0.810856634,54.97762669,TRUE,FALSE,NORMAL
28,10,4,136.2106684,82.61267277,6.754056582,100,3.443619099,3.017704675,0.428159891,0.995718401,69.70756678,TRUE,FALSE,NORMAL
28,10,5,883.6472345,856.9405478,1.323406959,100,6.105204228,6.213341758,14.89403566,0.851059643,58.15517948,TRUE,FALSE,NORMAL
28,10,6,729.2927366,439.6437016,4.318949381,100,0,7.216273864,5.137117616,0.948628824,65.94559869,TRUE,FALSE,NORMAL
28,10,7,37.94363459,482.5112572,2.77049821,100,10.40099788,4.589039203,26.85988634,0.731401137,48.66469699,TRUE,FALSE,NORMAL
28,10,8,136.1423571,811.9513599,4.088166655,100,1.73911696,1.181242135,4.005871583,0.959941284,66.84925108,TRUE,FALSE,NORMAL
28,10,9,274.8771091,572.1474796,4.778239817,100,2.240889849,3.412247101,7.438317402,0.925616826,64.10786281,TRUE,FALSE,NORMAL
28,10,10,988.6615278,231.8544167,1.121617474,100,3.919283885,4.643789201,0,0,0,TRUE,FALSE,NORMAL
28,11,1,727.8389492,705.6344912,5.237067198,100,3.330415898,1.900175327,9.851451262,0.901485487,62.18125621,TRUE,FALSE,NORMAL
28,11,2,89.48398006,450.4910229,9.36120287,100,3.0595217,7.42728658,31.20984274,0.687901573,45.20973031,TRUE,FALSE,NORMAL
28,11,3,90.5136715,381.3420986,4.642679434,100,29.32564737,0,19.44334113,0.805566589,54.55886989,TRUE,FALSE,NORMAL
28,11,4,141.087076,87.28577978,6.754056582,100,7.351426828,1.247079951,0.438086912,0.995619131,69.69963509,TRUE,FALSE,NORMAL
28,11,5,882.4332069,856.4137245,1.323406959,100,4.404169426,6.794422329,14.23905005,0.8576095,58.67790079,TRUE,FALSE,NORMAL
28,11,6,725.6568985,437.3126063,4.318949381,100,0,5.191787556,5.463852477,0.945361475,65.68461162,TRUE,FALSE,NORMAL
28,11,7,38.70843661,479.8484132,2.77049821,100,14.26626297,4.728501827,26.94733378,0.730526662,48.59009472,TRUE,FALSE,NORMAL
28,11,8,139.0945566,809.1233527,4.088166655,100,2.113891984,2.388592141,3.866235997,0.96133764,66.9607981,TRUE,FALSE,NORMAL
28,11,9,276.8623818,567.801186,4.778239817,100,0.526411424,3.52117188,7.845722396,0.921542776,63.78263988,TRUE,FALSE,NORMAL
28,11,10,989.7602208,232.0800257,1.121617474,100,7.3087369,4.306714143,0,0,0,TRUE,FALSE,NORMAL
28,12,1,731.3852402,709.4881509,5.237067198,100,1.577721643,2.688273067,9.810373033,0.90189627,62.21447991,TRUE,FALSE,NORMAL
28,12,2,80.127416,450.1963569,9.36120287,100,0,8.378104128,31.60346649,0.683965335,44.91193626,TRUE,FALSE,NORMAL
28,12,3,85.88690148,380.9580785,4.642679434,100,29.74442889,0,19.78656916,0.802134308,54.28546114,TRUE,FALSE,NORMAL
28,12,4,135.8599651,91.56299756,6.754056582,100,6.866880904,3.718271457,1.223328522,0.987766715,69.07224019,TRUE,FALSE,NORMAL
28,12,5,881.8001936,855.2515282,1.323406959,100,3.709129787,8.436499777,15.32832436,0.846716756,57.80861448,TRUE,FALSE,NORMAL
28,12,6,728.6205209,434.1709084,4.318949381,100,3.866591628,8.147333114,4.29242171,0.957075783,66.62034533,TRUE,FALSE,NORMAL
28,12,7,41.12124812,478.4867961,2.77049821,100,19.11311377,7.028233739,28.16226412,0.718377359,47.63811594,TRUE,FALSE,NORMAL
28,12,8,142.2656054,811.7035767,4.088166655,100,5.506072373,4.408473878,4.141295758,0.958587042,66.74106924,TRUE,FALSE,NORMAL
28,12,9,272.084711,567.8749242,4.778239817,100,0.146183986,1.548921996,7.994417939,0.920055821,63.66381435,TRUE,FALSE,NORMAL
28,12,10,990.8025996,232.4941177,1.121617474,100,9.088632468,3.516705081,0,0,0,TRUE,FALSE,NORMAL
28,13,1,726.4764842,707.6630517,5.237067198,100,1.762078201,3.137765255,9.303638781,0.906963612,62.61898903,TRUE,FALSE,NORMAL
28,13,2,87.86194065,455.4698043,9.36120287,100,3.751023501,10.66714277,31.49601103,0.68503989,44.98495148,TRUE,FALSE,NORMAL
28,13,3,83.02498578,384.6137468,4.642679434,100,29.39795899,0,19.8718475,0.801281525,54.21697448,TRUE,FALSE,NORMAL
28,13,4,137.960368,97.98215543,6.754056582,100,3.601273224,5.694888575,1.5293148,0.984706852,68.82776918,TRUE,FALSE,NORMAL
28,13,5,880.5546107,855.6986627,1.323406959,100,2.570171819,8.683630007,14.62135014,0.853786499,58.37279478,TRUE,FALSE,NORMAL
28,13,6,726.344822,430.500143,4.318949381,100,0,9.142251721,3.985927427,0.960140726,66.86518329,TRUE,FALSE,NORMAL
28,13,7,38.51997353,479.4402272,2.77049821,100,20.76496825,8.933521493,27.61206057,0.723879394,48.06685113,TRUE,FALSE,NORMAL
28,13,8,145.4303767,809.1156568,4.088166655,100,5.19458283,5.520136476,4.090245907,0.959097541,66.78184964,TRUE,FALSE,NORMAL
28,13,9,276.2020458,565.4502324,4.778239817,100,0,0.834445944,8.031044945,0.919689551,63.63468687,TRUE,FALSE,NORMAL
28,13,10,989.6934809,232.32714,1.121617474,100,4.689838091,4.407605107,0,0,0,TRUE,FALSE,NORMAL
28,14,1,729.93321,703.7288531,5.237067198,100,6.277275259,2.795115332,9.979986049,0.90020014,62.07878055,TRUE,FALSE,NORMAL
28,14,2,88.24761949,464.8230589,9.36120287,100,3.132213576,9.738941988,31.25195918,0.687480408,45.1753246,TRUE,FALSE,NORMAL
28,14,3,84.62388268,380.2550771,4.642679434,100,25.53399555,1.35727147,18.84754248,0.811524575,55.02590136,TRUE,FALSE,NORMAL
28,14,4,141.2463563,92.08134519,6.754056582,100,0,3.586889419,1.222364874,0.987776351,69.07301011,TRUE,FALSE,NORMAL
28,14,5,879.6825741,854.7031939,1.323406959,100,0,5.749450548,14.79310998,0.8520689,58.23572177,TRUE,FALSE,NORMAL
28,14,6,723.4456017,433.7013686,4.318949381,100,1.914335377,6.398370371,5.166862119,0.948331379,65.92183934,TRUE,FALSE,NORMAL
28,14,7,39.56850021,482.0046477,2.77049821,100,22.01389416,10.79425492,27.65728007,0.723427199,48.03373736,TRUE,FALSE,NORMAL
28,14,8,142.8756395,812.3072747,4.088166655,100,4.922879691,5.941578232,4.180251095,0.958197489,66.70995045,TRUE,FALSE,NORMAL
28,14,9,272.7857102,568.790925,4.778239817,100,0,0.758830566,8.408187713,0.915918123,63.33364424,TRUE,FALSE,NORMAL
28,14,10,988.9573347,233.1733755,1.121617474,100,7.017903838,5.239487084,0,0,0,TRUE,FALSE,NORMAL
28,15,1,731.2906355,698.6707636,5.237067198,100,9.03506855,1.38143918,9.89711567,0.901028843,62.14474703,TRUE,FALSE,NORMAL
28,15,2,89.45678918,455.5402776,9.36120287,100,1.791047821,7.616635248,31.74661037,0.682533896,44.7830017,TRUE,FALSE,NORMAL
28,15,3,81.24504464,383.4390881,4.642679434,100,24.69087639,2.729271963,19.70480973,0.802951903,54.34859787,TRUE,FALSE,NORMAL
28,15,4,135.6872112,95.9171223,6.754056582,100,0,6.279362247,1.398468946,0.986015311,68.93230939,TRUE,FALSE,NORMAL
28,15,5,880.2173454,855.9137415,1.323406959,100,0,6.655938137,14.13405441,0.858659456,58.76169837,TRUE,FALSE,NORMAL
28,15,6,719.5826792,431.7697493,4.318949381,100,4.567337648,8.018813238,5.660176928,0.943398231,65.52779569,TRUE,FALSE,NORMAL
28,15,7,41.81194499,483.6302601,2.77049821,100,21.28624051,8.681514134,28.03361648,0.719663835,47.72851103,TRUE,FALSE,NORMAL
28,15,8,145.9105056,815.0463794,4.088166655,100,5.285301142,4.637567052,4.388312487,0.956116875,66.54374552,TRUE,FALSE,NORMAL
28,15,9,268.0089121,568.9082938,4.778239817,100,1.157488434,0.651633146,8.902599224,0.910974008,62.93880836,TRUE,FALSE,NORMAL
28,15,10,987.8912438,232.8248416,1.121617474,100,11.66823059,6.613408856,0,0,0,TRUE,FALSE,NORMAL
28,16,1,730.3179271,703.8167048,5.237067198,100,12.36286604,0,9.316644008,0.90683356,62.60856581,TRUE,FALSE,NORMAL
28,16,2,98.08461306,451.9080917,9.36120287,100,1.153083587,5.449546738,32.0228669,0.679771331,44.55587522,TRUE,FALSE,NORMAL
28,16,3,77.00824449,385.3375077,4.642679434,100,26.51032003,4.112914647,20.36722706,0.796327729,53.82299043,TRUE,FALSE,NORMAL
28,16,4,136.1839727,102.6528857,6.754056582,100,0,5.725388143,2.037194921,0.979628051,68.42200176,TRUE,FALSE,NORMAL
28,16,5,881.4924681,855.5595271,1.323406959,100,2.165272225,3.888168781,14.53313064,0.854668694,58.44319962,TRUE,FALSE,NORMAL
28,16,6,718.4978047,427.5892743,4.318949381,100,1.292636075,6.490103243,4.10015738,0.958998426,66.773932,TRUE,FALSE,NORMAL
28,16,7,43.00753136,481.1310135,2.77049821,100,18.12901822,6.207353924,28.18474097,0.71815259,47.60080053,TRUE,FALSE,NORMAL
28,16,8,145.7831131,819.1325607,4.088166655,100,5.362038279,3.299239118,3.363984074,0.966360159,67.3620268,TRUE,FALSE,NORMAL
28,16,9,265.3204038,564.9581674,4.778239817,100,0,0,9.348931697,0.906510683,62.58271546,TRUE,FALSE,NORMAL
28,16,10,986.8075622,233.1140819,1.121617474,100,6.837693253,5.941286149,0,0,0,TRUE,FALSE,NORMAL
28,17,1,733.9654039,707.5747344,5.237067198,100,16.42691008,0,9.188287171,0.908117128,62.71153281,TRUE,FALSE,NORMAL
28,17,2,102.112585,443.4577922,9.36120287,100,0,6.85837061,31.35626765,0.686437323,45.08235109,TRUE,FALSE,NORMAL
28,17,3,73.74802331,382.0321438,4.642679434,100,26.18355754,1.337310099,20.30214409,0.796978559,53.87540975,TRUE,FALSE,NORMAL
28,17,4,134.4476854,109.1799514,6.754056582,100,2.337755171,7.039043478,3.591173482,0.964088265,67.18053288,TRUE,FALSE,NORMAL
28,17,5,881.7455471,854.2605441,1.323406959,100,2.958392818,4.037559122,15.53559753,0.844644025,57.64321673,TRUE,FALSE,NORMAL
28,17,6,720.7062622,423.8776656,4.318949381,100,0,7.185729439,2.840976806,0.971590232,67.77984889,TRUE,FALSE,NORMAL
28,17,7,44.78926694,483.2525881,2.77049821,100,14.58159845,7.594375545,27.42986332,0.725701367,48.19458265,TRUE,FALSE,NORMAL
28,17,8,142.5547743,816.624387,4.088166655,100,1.529999909,3.201428008,3.772264823,0.962277352,67.03586693,TRUE,FALSE,NORMAL
28,17,9,268.6584068,568.377131,4.778239817,100,0,0,8.711332897,0.912886671,63.09172709,TRUE,FALSE,NORMAL
28,17,10,986.415162,232.0633451,1.121617474,100,7.291933976,5.558372107,0,0,0,TRUE,FALSE,NORMAL
28,18,1,738.977429,706.0560254,5.237067198,100,13.93754042,0.42759969,9.387049102,0.906129509,62.55298489,TRUE,FALSE,NORMAL
28,18,2,96.64630913,451.0572624,9.36120287,100,0,6.027613209,31.50027055,0.684997294,44.97168587,TRUE,FALSE,NORMAL
28,18,3,69.24835583,380.8886995,4.642679434,100,28.70272608,0.139686358,19.56313881,0.804368612,54.46049969,TRUE,FALSE,NORMAL
28,18,4,139.4272256,104.6168976,6.754056582,100,7.1199008,8.168779198,2.66714208,0.973328579,67.91872547,TRUE,FALSE,NORMAL
28,18,5,882.2310182,853.0293967,1.323406959,100,4.862660639,5.647706633,16.03605348,0.839639465,57.24388861,TRUE,FALSE,NORMAL
28,18,6,724.4941132,421.8026936,4.318949381,100,0.738216405,9.337829705,2.738044721,0.972619553,67.86208117,TRUE,FALSE,NORMAL
28,18,7,47.28716554,484.4509882,2.77049821,100,15.13652197,7.356357113,28.08486636,0.719151336,47.6823292,TRUE,FALSE,NORMAL
28,18,8,146.5225718,817.6091153,4.088166655,100,3.102975484,4.734147048,3.132937712,0.968670623,67.54660444,TRUE,FALSE,NORMAL
28,18,9,271.4497529,564.4989919,4.778239817,100,2.223673752,0,8.459982383,0.915400176,63.2925306,TRUE,FALSE,NORMAL
28,18,10,986.2972757,230.94794,1.121617474,100,11.31938119,5.235397275,0,0,0,TRUE,FALSE,NORMAL
28,19,1,739.1737979,700.822641,5.237067198,100,12.72375374,2.1223682,9.757386998,0.90242613,62.25681119,TRUE,FALSE,NORMAL
28,19,2,97.43788124,460.3849381,9.36120287,100,0.627733948,4.581346437,31.63068411,0.683693159,44.86830757,TRUE,FALSE,NORMAL
28,19,3,73.76250354,379.8038296,4.642679434,100,28.35953458,0,19.5619865,0.804380135,54.45697895,TRUE,FALSE,NORMAL
28,19,4,132.7074448,105.2964753,6.754056582,100,3.735176426,7.472074667,3.383343245,0.966166568,67.34656132,TRUE,FALSE,NORMAL
28,19,5,883.4683048,852.5597929,1.323406959,100,6.08820076,6.45881794,15.33896158,0.846610384,57.80012617,TRUE,FALSE,NORMAL
28,19,6,722.0008662,425.3293128,4.318949381,100,0,11.77609823,4.175812414,0.958241876,66.71349621,TRUE,FALSE,NORMAL
28,19,7,46.8251633,481.7192829,2.77049821,100,13.82969425,6.49363516,28.30513715,0.716948629,47.51306243,TRUE,FALSE,NORMAL
28,19,8,143.7997534,814.5596289,4.088166655,100,7.034154885,4.266403121,2.588091687,0.974119083,67.98187929,TRUE,FALSE,NORMAL
28,19,9,273.2486729,560.0723156,4.778239817,100,5.225374662,2.839605208,8.699576801,0.913004232,63.10137171,TRUE,FALSE,NORMAL
28,19,10,986.7298221,231.9827971,1.121617474,100,6.840904819,3.175978134,0,0,0,TRUE,FALSE,NORMAL
28,20,1,737.9054828,705.9038072,5.237067198,100,16.41716347,0.93234657,9.474081383,0.905259186,62.48326155,TRUE,FALSE,NORMAL
28,20,2,94.52435267,469.2811997,9.36120287,100,0,6.511168084,31.80338603,0.68196614,44.74058602,TRUE,FALSE,NORMAL
28,20,3,77.82983162,377.565233,4.642679434,100,32.83806006,2.889406647,19.10715005,0.8089285,54.81592391,TRUE,FALSE,NORMAL
