simulation_id,timestamp,node_id,cpu,memory,battery,rssi,packet_loss,latency,throughput,queue_size,traffic_load,link_quality,mobility_speed,anomaly_status,anomaly_score,anomaly_flag
35,3,3,5.380221,0.0,100.0,8.824855,0.911751,63.000776,2.0,2,1026.0,0.088249,3.953289,Anomalous,0.020485461386124615,1
35,3,4,0.371388,2.145361,100.0,12.374266,0.876257,60.166356,0.0,1,1065.0,0.123743,6.030497,Normal,-0.1347901645986787,0
35,3,5,8.67118,0.0,100.0,18.321744,0.816783,55.421084,0.0,0,0.0,0.183217,9.434349,Normal,-0.1214385983401493,0
35,3,6,6.726719,4.888903,100.0,24.045579,0.759544,50.875987,1.0,0,0.0,0.240456,6.511675,Normal,-0.08190173421976826,0
35,3,7,0.1264,0.0,100.0,19.476903,0.805231,54.524304,0.0,1,992.0,0.194769,8.286927,Normal,-0.09079878245696754,0
35,3,8,0.0,1.845586,100.0,14.048822,0.859512,58.831009,2.0,3,821.0,0.140488,9.902659,Normal,-0.009167277355590753,0
35,3,9,1.589714,0.341577,100.0,15.688491,0.843115,57.521217,0.0,0,0.0,0.156885,1.194532,Normal,-0.1360497845530106,0
35,3,10,0.0,0.78654,100.0,12.374266,0.876257,60.166356,0.0,0,0.0,0.123743,3.679274,Normal,-0.1528690532342969,0
35,4,1,1.890454,0.538552,100.0,23.525288,0.764747,51.272532,0.0,0,0.0,0.235253,1.760948,Normal,-0.0986855056515269,0
35,4,2,7.177572,0.0,100.0,16.788541,0.832115,56.643536,1.0,0,1792.0,0.167885,4.414506,Normal,-0.06677502112770223,0
35,4,3,7.612113,0.0,100.0,8.328214,0.916718,63.397432,0.0,2,0.0,0.083282,3.953289,Normal,-0.07044773724968956,0
35,4,4,0.0,1.704877,100.0,12.790616,0.872094,59.834,0.0,1,1354.0,0.127906,6.030497,Normal,-0.12522972291345802,0
35,4,5,8.095964,2.110579,100.0,18.753106,0.812469,55.077392,1.0,1,0.0,0.187531,9.434349,Normal,-0.10594556251485326,0
35,4,6,6.632757,3.592061,100.0,22.915831,0.770842,51.774914,0.0,0,0.0,0.229158,6.511675,Normal,-0.11931735234336238,0
35,4,7,0.0,0.0,100.0,18.300807,0.816992,55.460705,0.0,1,0.0,0.183008,8.286927,Normal,-0.11759197411352473,0
35,4,8,0.0,2.830381,100.0,14.120854,0.858791,58.772862,0.0,1,0.0,0.141209,9.902659,Normal,-0.12969337791170443,0
35,4,9,0.0,0.0,100.0,16.47302,0.83527,56.895245,0.0,0,1066.0,0.16473,1.194532,Normal,-0.10234984718742968,0
35,4,10,0.0,3.044921,100.0,12.790616,0.872094,59.834,0.0,0,336.0,0.127906,3.679274,Normal,-0.15610191446942506,0
35,5,1,3.748311,0.354013,100.0,24.71855,0.752814,50.322166,0.0,0,0.0,0.247186,1.760948,Normal,-0.09371526972048883,0
35,5,2,10.341147,0.078201,100.0,15.870578,0.841294,57.375963,1.0,1,0.0,0.158706,4.414506,Normal,-0.13881634857211683,0
35,5,3,4.552957,0.222821,100.0,8.16471,0.918353,63.528076,0.0,1,1172.0,0.081647,3.953289,Normal,-0.07199302862321849,0
35,5,4,0.0,4.362699,100.0,14.155447,0.858446,58.744625,0.0,0,0.0,0.141554,6.030497,Normal,-0.170412811058268,0
35,5,5,5.796036,0.0,100.0,18.16412,0.818359,55.54797,0.0,1,0.0,0.181641,9.434349,Normal,-0.121506126477537,0
35,5,6,9.707307,4.346867,100.0,22.131987,0.77868,52.400413,0.0,0,833.0,0.22132,6.511675,Normal,-0.11946125347532283,0
35,5,7,4.306461,2.07457,100.0,18.001427,0.819986,55.699547,0.0,0,0.0,0.180014,8.286927,Normal,-0.13697846961743926,0
35,5,8,0.0,4.423097,100.0,13.848843,0.861512,58.98948,0.0,1,2601.0,0.138488,9.902659,Normal,-0.05518300871492332,0
35,5,9,1.754558,0.0,100.0,15.847528,0.841525,57.394392,1.0,0,1026.0,0.158475,1.194532,Normal,-0.08990150631446431,0
35,5,10,4.96894,5.498317,100.0,14.155447,0.858446,58.744625,0.0,0,0.0,0.141554,3.679274,Normal,-0.1810348500964259,0
35,6,1,1.198692,0.94113,100.0,22.924629,0.770754,51.751059,0.0,0,0.0,0.229246,1.760948,Normal,-0.10001042904490504,0
35,6,2,6.671165,1.359713,100.0,15.882042,0.84118,57.36682,0.0,1,0.0,0.15882,4.414506,Normal,-0.1587807749003078,0
35,6,3,9.467199,1.938719,100.0,8.269374,0.917306,63.444942,0.0,2,656.0,0.082694,3.953289,Normal,-0.07340492168973539,0
35,6,4,0.0,2.902505,100.0,14.002503,0.859975,58.866692,0.0,0,340.0,0.140025,6.030497,Normal,-0.16152961018573253,0
35,6,5,1.907088,0.0,100.0,18.067658,0.819323,55.62407,1.0,1,0.0,0.180677,9.434349,Normal,-0.1032182275851029,0
35,6,6,12.602117,6.98441,100.0,21.671822,0.783282,52.766223,0.0,1,1848.0,0.216718,6.511675,Normal,-0.0748598806148455,0
35,6,7,8.924334,4.420159,100.0,17.046149,0.829539,56.461046,0.0,0,0.0,0.170461,8.286927,Normal,-0.14581230654006,0
35,6,8,0.0,2.949132,100.0,14.567088,0.854329,58.416102,0.0,1,0.0,0.145671,9.902659,Normal,-0.13745411893096982,0
35,6,9,1.102845,1.897535,100.0,16.106557,0.838934,57.187672,1.0,0,603.0,0.161066,1.194532,Normal,-0.10355094900635686,0
35,6,10,2.522033,5.012528,100.0,14.002503,0.859975,58.866692,0.0,0,0.0,0.140025,3.679274,Normal,-0.17743303579679154,0
35,7,1,5.074064,3.358676,100.0,22.371854,0.776281,52.191512,0.0,1,656.0,0.223719,1.760948,Normal,-0.09878928309560187,0
35,7,2,4.429699,0.0,100.0,16.270238,0.837298,57.057207,0.0,2,1423.0,0.162702,4.414506,Normal,-0.104030189960656,0
35,7,3,8.997056,4.900088,100.0,12.763199,0.872368,59.856369,2.0,1,771.0,0.127632,3.953289,Normal,-0.08123584721384086,0
35,7,4,0.0,4.578624,100.0,13.03232,0.869677,59.641065,0.0,0,0.0,0.130323,6.030497,Normal,-0.16051344831589115,0
35,7,5,3.304404,0.989635,100.0,18.952678,0.810473,54.917763,0.0,2,1415.0,0.189527,9.434349,Normal,-0.064242631708543,0
35,7,6,17.009245,8.673972,100.0,20.666038,0.79334,53.564212,0.0,1,0.0,0.20666,6.511675,Normal,-0.12302384427400853,0
35,7,7,4.022324,5.847144,100.0,31.792098,0.682079,44.699177,0.0,0,0.0,0.317921,8.286927,Normal,-0.04965406935730121,0
35,7,8,2.941215,3.593733,100.0,14.931454,0.850685,58.12538,2.0,2,848.0,0.149315,9.902659,Normal,-0.04798060675079707,0
35,7,9,0.0,3.987285,100.0,17.292972,0.82707,56.241097,0.0,0,0.0,0.17293,1.194532,Normal,-0.12261012507940339,0
35,7,10,2.510106,7.496202,100.0,13.03232,0.869677,59.641065,0.0,0,0.0,0.130323,3.679274,Normal,-0.16914827135287613,0
35,8,1,4.416419,1.019748,100.0,23.577955,0.76422,51.230578,1.0,1,1242.0,0.23578,1.760948,Normal,-0.04947893202291542,0
35,8,2,7.773562,0.0,100.0,15.149316,0.848507,57.951706,0.0,2,1061.0,0.151493,4.414506,Normal,-0.12187268562524384,0
35,8,3,12.395446,4.720189,100.0,12.773329,0.872267,59.848,0.0,0,874.0,0.127733,3.953289,Normal,-0.16161609157320644,0
35,8,4,0.682302,5.513666,100.0,13.386254,0.866137,59.358554,0.0,0,0.0,0.133863,6.030497,Normal,-0.16908962717112763,0
35,8,5,8.210467,3.73676,100.0,18.165173,0.818348,55.546534,1.0,2,0.0,0.181652,9.434349,Normal,-0.09676358707914723,0
35,8,6,13.737334,10.425626,100.0,20.414317,0.795857,53.761203,0.0,0,0.0,0.204143,6.511675,Normal,-0.13188399936571216,0
35,8,7,1.478612,6.876387,100.0,30.135112,0.698649,46.014224,0.0,1,1162.0,0.301351,8.286927,Normal,-0.030200244238733576,0
35,8,8,0.0,4.610531,100.0,13.633239,0.863668,59.161491,0.0,2,0.0,0.136332,9.902659,Normal,-0.10960790196519093,0
35,8,9,0.0,6.968674,100.0,16.459196,0.835408,56.906344,0.0,1,263.0,0.164592,1.194532,Normal,-0.12248197425786428,0
35,8,10,5.449064,5.532678,100.0,13.386254,0.866137,59.358554,0.0,0,0.0,0.133863,3.679274,Normal,-0.17628828640647992,0
35,9,1,1.965426,0.0,100.0,23.273135,0.767269,51.473404,0.0,0,0.0,0.232731,1.760948,Normal,-0.09939735447185166,0
35,9,2,11.359311,0.0,100.0,14.324107,0.856759,58.610388,1.0,2,0.0,0.143241,4.414506,Normal,-0.1255226921468161,0
35,9,3,17.206362,6.2544,100.0,13.163192,0.868368,59.537089,0.0,0,424.0,0.131632,3.953289,Normal,-0.1630997609203566,0
35,9,4,0.079687,6.12082,100.0,11.981929,0.880181,60.479558,0.0,0,1055.0,0.119819,6.030497,Normal,-0.14154400392803768,0
35,9,5,8.046859,5.440569,100.0,17.404654,0.825953,56.153311,1.0,0,0.0,0.174047,9.434349,Normal,-0.12190717356847786,0
35,9,6,9.871555,13.001143,100.0,20.343305,0.796567,53.819197,0.0,0,0.0,0.203433,6.511675,Normal,-0.1294961827680291,0
35,9,7,5.531863,5.426622,100.0,30.713119,0.692869,45.555305,0.0,3,1029.0,0.307131,8.286927,Anomalous,0.008050179077906505,1
35,9,8,2.799293,6.056351,100.0,13.562173,0.864378,59.218525,1.0,1,0.0,0.135622,9.902659,Normal,-0.11267705652894483,0
35,9,9,0.0,4.532292,100.0,15.635153,0.843648,57.563931,1.0,1,870.0,0.156352,1.194532,Normal,-0.11097086328103062,0
35,9,10,4.659741,7.404046,100.0,11.981929,0.880181,60.479558,0.0,0,0.0,0.119819,3.679274,Normal,-0.16888612363604955,0
35,10,1,6.150969,0.460879,100.0,22.457776,0.775422,52.123044,0.0,0,0.0,0.224578,1.760948,Normal,-0.11330021508119248,0
35,10,2,13.385618,0.0,100.0,13.923128,0.860769,58.930617,0.0,0,0.0,0.139231,4.414506,Normal,-0.16750080638912201,0
35,10,3,14.801416,7.638698,100.0,13.119553,0.868804,59.572451,0.0,0,0.0,0.131196,3.953289,Normal,-0.16777328009691722,0
35,10,4,1.96483,7.636423,100.0,12.946155,0.870538,59.709844,0.0,0,0.0,0.129462,6.030497,Normal,-0.1647656904836015,0
35,10,5,6.770568,6.223094,100.0,17.780687,0.822193,55.852876,0.0,2,3717.0,0.177807,9.434349,Normal,-0.015578612815232096,0
35,10,6,9.991123,11.502108,100.0,20.185953,0.79814,53.947737,0.0,0,0.0,0.20186,6.511675,Normal,-0.1356442634207281,0
35,10,7,7.401367,5.765107,100.0,31.849597,0.681504,44.653576,0.0,2,0.0,0.318496,8.286927,Normal,-0.004281082346835774,0
35,10,8,4.896732,3.947838,100.0,13.422756,0.865772,59.330327,0.0,1,911.0,0.134228,9.902659,Normal,-0.12231075061851426,0
35,10,9,0.0,6.70616,100.0,16.189183,0.838108,57.121755,0.0,1,0.0,0.161892,1.194532,Normal,-0.13371412013170625,0
35,10,10,0.327955,7.160487,100.0,12.946155,0.870538,59.709844,0.0,0,1314.0,0.129462,3.679274,Normal,-0.14385925973064906,0
35,11,1,5.226602,0.073465,100.0,20.718276,0.792817,53.509473,0.0,0,0.0,0.207183,1.760948,Normal,-0.11022142269754592,0
35,11,2,10.801704,0.0,100.0,15.014052,0.849859,58.059798,2.0,1,0.0,0.150141,4.414506,Normal,-0.08593968755007209,0
35,11,3,19.217021,8.66456,100.0,12.608424,0.873916,59.980715,1.0,2,2594.0,0.126084,3.953289,Normal,-0.029725774637741842,0
35,11,4,0.0,5.07343,100.0,12.344928,0.876551,60.189776,0.0,0,0.0,0.123449,6.030497,Normal,-0.15940320106346306,0
35,11,5,2.472459,8.93241,100.0,17.958924,0.820411,55.710172,1.0,1,0.0,0.179589,9.434349,Normal,-0.11081233603946727,0
35,11,6,5.417847,12.220979,100.0,19.155682,0.808443,54.768173,1.0,1,0.0,0.191557,6.511675,Normal,-0.11302555579823415,0
35,11,7,3.825279,7.122789,100.0,30.952618,0.690474,45.365207,0.0,1,662.0,0.309526,8.286927,Normal,-0.03533807411777412,0
35,11,8,5.671055,3.581581,100.0,14.513817,0.854862,58.459211,1.0,0,0.0,0.145138,9.902659,Normal,-0.11959688023221976,0
35,11,9,0.0,6.211626,100.0,16.252562,0.837474,57.071148,0.0,0,0.0,0.162526,1.194532,Normal,-0.13947220872255445,0
35,11,10,0.679571,6.20087,100.0,12.344928,0.876551,60.189776,0.0,0,1142.0,0.123449,3.679274,Normal,-0.14471805415630634,0
35,12,1,6.598975,0.365637,100.0,22.393582,0.776064,52.174198,0.0,1,316.0,0.223936,1.760948,Normal,-0.0952112183078388,0
35,12,2,14.884774,2.158082,100.0,13.779517,0.862205,59.044968,1.0,3,1457.0,0.137795,4.414506,Normal,-0.08070135694137237,0
35,12,3,20.907128,9.752929,100.0,13.680604,0.863194,59.124694,0.0,2,0.0,0.136806,3.953289,Normal,-0.1385110313205566,0
35,12,4,0.0,2.965479,100.0,13.788791,0.862112,59.037263,0.0,0,966.0,0.137888,6.030497,Normal,-0.15574271212988527,0
35,12,5,6.500601,11.816594,100.0,17.591352,0.824086,56.003937,1.0,0,0.0,0.175914,9.434349,Normal,-0.11372830844075948,0
35,12,6,7.072299,12.679118,100.0,19.127652,0.808723,54.786681,2.0,0,0.0,0.191277,6.511675,Normal,-0.05314390981337258,0
35,12,7,3.827795,7.017271,100.0,29.208728,0.707913,46.750123,2.0,0,0.0,0.292087,8.286927,Anomalous,0.002868852910649422,1
35,12,8,5.334434,4.814519,100.0,14.281247,0.857188,58.645081,0.0,0,0.0,0.142812,9.902659,Normal,-0.14329768086687544,0
35,12,9,0.754886,5.786892,100.0,15.520082,0.844799,57.655605,0.0,1,1205.0,0.155201,1.194532,Normal,-0.12050467629325351,0
35,12,10,0.447341,9.039982,100.0,13.788791,0.862112,59.037263,0.0,0,681.0,0.137888,3.679274,Normal,-0.1685499190370749,0
35,13,1,11.211545,0.0,100.0,21.02191,0.789781,53.267425,1.0,0,0.0,0.210219,1.760948,Normal,-0.08824206682737795,0
35,13,2,16.90453,2.905561,100.0,14.295551,0.857044,58.632933,1.0,2,0.0,0.142956,4.414506,Normal,-0.12848770236592533,0
35,13,3,22.39418,6.80106,100.0,13.78444,0.862156,59.041565,0.0,0,0.0,0.137844,3.953289,Normal,-0.1673414218815077,0
35,13,4,0.97685,1.101684,100.0,14.138192,0.858618,58.758396,0.0,0,0.0,0.141382,6.030497,Normal,-0.16652858337626575,0
35,13,5,10.86583,11.118289,100.0,16.97697,0.83023,56.49377,1.0,1,0.0,0.16977,9.434349,Normal,-0.1202831822072683,0
35,13,6,11.783245,10.073164,100.0,18.944931,0.810551,54.930656,1.0,1,0.0,0.189449,6.511675,Normal,-0.1178162645837223,0
35,13,7,5.210278,9.771614,100.0,28.153319,0.718467,47.589024,1.0,1,868.0,0.281533,8.286927,Normal,-0.03822025663688189,0
35,13,8,6.579421,5.303013,100.0,14.953781,0.850462,58.10796,0.0,2,2744.0,0.149538,9.902659,Normal,-0.0551917442840435,0
35,13,9,3.668815,3.753999,100.0,14.884019,0.85116,58.163185,1.0,1,670.0,0.14884,1.194532,Normal,-0.12453470963632679,0
35,13,10,0.079327,7.481206,100.0,14.138192,0.858618,58.758396,0.0,0,0.0,0.141382,3.679274,Normal,-0.1753284068695236,0
35,14,1,8.091476,2.888651,100.0,21.113588,0.788864,53.194346,0.0,0,998.0,0.211136,1.760948,Normal,-0.09422957783393537,0
35,14,2,16.211592,4.267747,100.0,14.760384,0.852396,58.261941,1.0,1,0.0,0.147604,4.414506,Normal,-0.156975256484373,0
35,14,3,24.428444,9.552453,100.0,13.148023,0.86852,59.549131,0.0,0,0.0,0.13148,3.953289,Normal,-0.15678362455808426,0
35,14,4,1.548547,1.991858,100.0,15.346567,0.846534,57.794057,0.0,0,2825.0,0.153466,6.030497,Normal,-0.07546652145731247,0
35,14,5,14.253886,10.20172,100.0,16.484386,0.835156,56.886945,1.0,0,0.0,0.164844,9.434349,Normal,-0.1223934517892184,0
35,14,6,12.893639,12.544875,100.0,19.028977,0.80971,54.863089,0.0,1,1156.0,0.19029,6.511675,Normal,-0.11146022969512454,0
35,14,7,1.330199,11.902016,100.0,27.8778,0.721222,47.808103,0.0,1,0.0,0.278778,8.286927,Normal,-0.05852238419575184,0
35,14,8,4.872919,2.984562,100.0,14.493122,0.855069,58.475269,0.0,2,0.0,0.144931,9.902659,Normal,-0.12526794020340287,0
35,14,9,8.001255,6.350642,100.0,14.600479,0.853995,58.389578,2.0,0,0.0,0.146005,1.194532,Normal,-0.08262906553933697,0
35,14,10,4.765211,6.228279,100.0,15.346567,0.846534,57.794057,0.0,0,602.0,0.153466,3.679274,Normal,-0.1616463772347086,0
35,15,1,6.928907,1.306383,100.0,19.531191,0.804688,54.45594,0.0,0,0.0,0.195312,1.760948,Normal,-0.12132408001509132,0
35,15,2,20.871378,6.853142,100.0,14.858059,0.851419,58.183994,0.0,1,0.0,0.148581,4.414506,Normal,-0.1667906034670113,0
35,15,3,28.215652,9.819221,100.0,14.376166,0.856238,58.569313,1.0,1,1433.0,0.143762,3.953289,Normal,-0.11168208463727058,0
35,15,4,4.849576,0.0,100.0,14.424321,0.855757,58.530038,0.0,0,2195.0,0.144243,6.030497,Normal,-0.10388534433134589,0
35,15,5,9.670176,7.876149,100.0,16.079973,0.8392,57.209348,0.0,0,0.0,0.1608,9.434349,Normal,-0.15421175783273838,0
35,15,6,17.795099,13.717344,100.0,19.254292,0.807457,54.683582,1.0,1,961.0,0.192543,6.511675,Normal,-0.09637694874692032,0
35,15,7,0.0,9.910152,100.0,28.118178,0.718818,47.616964,0.0,1,647.0,0.281182,8.286927,Normal,-0.049340379317841965,0
35,15,8,2.119275,0.393204,100.0,15.65709,0.843429,57.546701,0.0,0,0.0,0.156571,9.902659,Normal,-0.1322245042190313,0
35,15,9,4.552283,3.458964,100.0,13.946673,0.860533,58.911359,0.0,0,0.0,0.139467,1.194532,Normal,-0.16455448000945316,0
35,15,10,4.399367,6.99369,100.0,14.424321,0.855757,58.530038,0.0,0,0.0,0.144243,3.679274,Normal,-0.17973132124266544,0
35,16,1,5.890369,0.0,100.0,17.991962,0.82008,55.683515,0.0,0,0.0,0.17992,1.760948,Normal,-0.12301332066249965,0
35,16,2,17.978209,7.408484,100.0,15.417221,0.845828,57.737917,0.0,0,0.0,0.154172,4.414506,Normal,-0.16782211704063738,0
35,16,3,30.607418,9.805627,100.0,14.64211,0.853579,58.357991,0.0,1,0.0,0.146421,3.953289,Normal,-0.15835719618423194,0
35,16,4,5.572316,0.0,100.0,12.85309,0.871469,59.784131,0.0,0,551.0,0.128531,6.030497,Normal,-0.1487935519269334,0
35,16,5,11.642208,8.059712,100.0,15.725658,0.842743,57.492017,0.0,0,0.0,0.157257,9.434349,Normal,-0.15452408653703426,0
35,16,6,21.664937,11.73976,100.0,18.916627,0.810834,54.954518,1.0,3,776.0,0.189166,6.511675,Normal,-0.05167975959806437,0
35,16,7,0.0,9.493891,100.0,28.856767,0.711432,47.029825,1.0,1,449.0,0.288568,8.286927,Normal,-0.021869545272093727,0
35,16,8,0.0,0.0,100.0,16.44579,0.835542,56.917913,0.0,0,0.0,0.164458,9.902659,Normal,-0.1250014493877113,0
35,16,9,3.607828,4.276974,100.0,13.930367,0.860696,58.924521,0.0,0,1236.0,0.139304,1.194532,Normal,-0.1359386815044648,0
35,16,10,8.120604,5.331585,100.0,12.85309,0.871469,59.784131,0.0,0,0.0,0.128531,3.679274,Normal,-0.16844041354408212,0
35,17,1,6.835478,1.192259,100.0,17.745465,0.822545,55.880136,0.0,1,586.0,0.177455,1.760948,Normal,-0.1158805257020058,0
35,17,2,21.088727,6.747194,100.0,14.999668,0.850003,58.071343,0.0,2,1660.0,0.149997,4.414506,Normal,-0.1137603771347187,0
35,17,3,33.930694,6.878616,100.0,13.882333,0.861177,58.964831,0.0,1,0.0,0.138823,3.953289,Normal,-0.1563195283035531,0
35,17,4,3.453449,0.0,100.0,12.69459,0.873054,59.910653,0.0,0,0.0,0.126946,6.030497,Normal,-0.1546174415648895,0
35,17,5,7.063486,10.7727,100.0,16.186382,0.838136,57.124225,0.0,0,0.0,0.161864,9.434349,Normal,-0.15051192930587987,0
35,17,6,22.237977,11.591105,100.0,18.77217,0.812278,55.072686,0.0,3,0.0,0.187722,6.511675,Normal,-0.06932332432765836,0
35,17,7,0.0,7.220853,100.0,30.206813,0.697932,45.957285,0.0,1,1018.0,0.302068,8.286927,Normal,-0.022316550314876782,0
35,17,8,0.330842,1.592368,100.0,15.666475,0.843335,57.540131,0.0,0,0.0,0.156665,9.902659,Normal,-0.13564787352870417,0
35,17,9,0.964043,4.132018,100.0,14.727228,0.852728,58.288444,0.0,0,0.0,0.147272,1.194532,Normal,-0.1591269498679403,0
35,17,10,4.13057,6.677393,100.0,12.69459,0.873054,59.910653,0.0,0,1389.0,0.126946,3.679274,Normal,-0.1415598522678359,0
35,18,1,9.770632,0.0,100.0,19.458482,0.805415,54.513919,0.0,1,0.0,0.194585,1.760948,Normal,-0.10605759041518542,0
35,18,2,19.871412,5.876911,100.0,14.886275,0.851137,58.1615,0.0,2,0.0,0.148863,4.414506,Normal,-0.14690314314535918,0
35,18,3,29.424087,6.343511,100.0,14.155712,0.858443,58.746568,0.0,0,0.0,0.141557,3.953289,Normal,-0.16466725217615458,0
35,18,4,5.751905,0.705989,100.0,12.730583,0.872694,59.881922,0.0,0,0.0,0.127306,6.030497,Normal,-0.15485214444868567,0
35,18,5,10.243697,11.597273,100.0,16.020823,0.839792,57.256535,0.0,1,1483.0,0.160208,9.434349,Normal,-0.11770286552708642,0
35,18,6,18.9821,9.54793,100.0,17.870297,0.821297,55.788479,0.0,2,968.0,0.178703,6.511675,Normal,-0.10699618494115387,0
35,18,7,3.521288,9.230164,100.0,27.955516,0.720445,47.746304,0.0,1,0.0,0.279555,8.286927,Normal,-0.07154810751857138,0
35,18,8,4.583827,1.723068,100.0,16.618572,0.833814,56.780099,0.0,1,1280.0,0.166186,9.902659,Normal,-0.11352320376134345,0
35,18,9,0.428252,1.967171,100.0,14.13879,0.858612,58.758063,0.0,1,1037.0,0.141388,1.194532,Normal,-0.13821446143830385,0
35,18,10,1.158397,7.352204,100.0,12.730583,0.872694,59.881922,0.0,0,671.0,0.127306,3.679274,Normal,-0.1596652086713788,0
35,19,1,11.797829,0.0,100.0,19.858855,0.801411,54.194668,1.0,0,1118.0,0.198589,1.760948,Normal,-0.07352273152352257,0
35,19,2,16.14285,5.144372,100.0,14.495755,0.855042,58.473241,3.0,1,1482.0,0.144958,4.414506,Normal,-0.04925420778414169,0
35,19,3,32.112715,9.048122,100.0,14.362055,0.856379,58.58228,0.0,0,0.0,0.143621,3.953289,Normal,-0.16339436636545374,0
35,19,4,5.31113,0.0,100.0,11.116261,0.888837,61.170665,0.0,0,521.0,0.111163,6.030497,Normal,-0.13275691432201797,0
35,19,5,8.595762,14.128681,100.0,16.727747,0.832723,56.692411,2.0,2,0.0,0.167277,9.434349,Normal,-0.03931157876524216,0
